Name,PrivacyPolicyURL
inboundinsight,https://www.inboundinsight.com/privacy-policy/
incheck,https://www.inchecksolutions.com/privacy-policy/
indiemark,https://www.blackbox.email/privacy-policy?hslang=en
infiniteknot,https://www.contacts411.com/privacy-policy
infinitemediaconcepts,https://www.mailinglists.com/about/privacy-policy/
inflectioncom,https://www.inflection.com/privacy-policy
infocore,https://infocore.com/privacy/
infofreecom,https://www.infofree.com/privacy-policy/
infogroup,https://www.data-axle.com/privacy-policy/
infomatics,https://www.privatereports.com/optout/name/landing
infopay,https://www.infopay.com/privacy
informausa,https://privacy.informa.com/
informationdataresources,https://www.publicinfoservices.com/help-center/privacy
informationcom,https://www.information.com/remove-my-info/
infutordatasolutions,https://infutor.com/privacy-policy
inmarketmedia,https://www.inmarket.com/privacy
inmaroiq,https://www.owneriq.com/privacy-notice
innovativedatabasesolutions,https://www.idatabasesolutions.com/privacy/
innovisdatasolutions,https://www.innovis.com/home/privacy
insightbridge,https://www.mylife.com/privacy-policy
instantcheckmate,https://www.instantcheckmate.com/privacy-policy/
institutionalshareholderservices,https://www.issgovernance.com/privacy-legal/
intalytics,https://www.kalibrate.com/privacy-policy/
integrateddirectmarketing,https://www.idm.us.com/do-not-sell-my-personal-information/
intelius,https://www.intelius.com/privacy-policy/
intellicorprecords,https://www.intellicorp.net/marketing/privacy
intentiq,https://www.intentiq.com/website-privacy-policy/
intentsify,https://intentsify.io/privacy-policy/
interactivedata,https://www.ididata.com/idis-privacy-statement/
iqdatasystems,https://clients.backgroundsonline.com/policies/privacy
iqvia,https://www.iqvia.com/about-us/privacy/privacy-policy
iqviadigital,https://www.iqvia.com/about-us/privacy-policy
irys,https://www.irys.us/privacy-policy
ispottv,https://www.ispot.tv/privacy
iwaveinformationsystems,https://kindsight.io/privacy-policy/
j2globalcanada,https://www.fullcontact.com/privacy/privacy-policy/
j2martechcorp,https://www.ziffdavis.com/privacy
jdpower,https://www.jdpower.com/privacy
jdmlistservices,https://www.jdmlistservices.com/privacy-policy
jmrmediaconsulting,https://www.jmr-media.com/privacy
jungroupproductions,https://www.jungroup.com/optout
kargoglobal,https://www.kargo.com/privacy
kbsynergy,https://www.kbsynergy.com/privacy-policy-ccpa-do-not-sell-my-information/
keymarketingadvantage,https://www.keymarketingadvantage.com/privacy_policy
keywordconnects,https://www.keywordconnects.com/privacy-policy
klarifi,https://klarifi.io/privacy-policy
kloudend,https://www.ipapi.co/privacy/
knowertechusa,https://knowertech.com/privacy-policy/
knowledgeworks,https://www.equifax.com/privacy/
knowwho,https://www.knowwho.com/service/privacy/
kochava,https://www.kochava.com/website-visitor-privacy-policy/
koddi,https://koddi.com/privacy-policy/
komodohealth,https://www.komodohealth.com/privacy-notice/
kontextdata,https://www.kontextdata.com/privacy
kyberhealthdata,https://www.cowen.com/ca/en/privacy-security
labelslists,https://www.l2-data.com/privpageopt-009087675/
leadintelligence,https://www.marketing.verisk.com/privacy-center/
leadmemedia,https://policy.leadmemedia.com/policiestermsconditions/privacypolicy.html
lead411,https://www.lead411.com/privacy-policy/
leadcrunch,https://getrev.ai/privacy-policy/
leadershipconnect,https://www.leadershipconnect.io/privacy-portal/
leadiq,https://privacy.leadiq.com/legal/privacy-policy
leadloft,https://www.leadloft.com/user-agreements/privacy-policy
leadpost,https://leadpost.com/privacy-policy/
leadsmarketcom,https://www.leadsmarket.com/privacy-policy
leadspace,https://www.leadspace.com/privacy-notice/
leidosdigitalsolutions,https://leidosiq.com/privacy-statement/
lenschenker,https://anchorcomputer.com/privacy-policy/
lexisnexisrisksolutions,https://www.lexisnexis.com/en-us/terms/privacy-policy.page
lexisnexisrisksolutionsfl,https://risk.lexisnexis.com/corporate/privacy-policy
lifesight,https://lifesight.io/privacy-policy/
lightboxparentlp,https://www.lightboxre.com/privacy-policy/
lighthouselist,https://www.lighthouselist.com/privacy-policy
lionsharemarketing,https://www.lionsharemarketing.com/privacy-policy/
listservicedirect,https://listservicedirect.com/privacy-policy/
livedatatechnologies,https://www.livedatatechnologies.com/legals
liveintent,https://www.liveintent.com/privacy-policy/
liverampholdings,https://liveramp.com/privacy/
lizdev,https://lizdev.com/privacy-policy/
locatesmarter,https://locatesmarter.com/privacy-policy/
lookify,https://www.lookify.io/privacy-policy
loopmelimited,https://www.legal.loopme.com/privacy-center
lotamesolutions,https://www.lotame.com/privacy/
lsmobileappsholdingsltd,https://www.lsmapps.com/privacy-policy
lucidholdings,https://www.cint.com/privacy-policy/
lundquistconsulting,https://g2risksolutions.com/privacy-notice/
lushasystems,https://www.lusha.com/legal/ccpa/
m1dataanalytics,https://m1-data.com/privacy-policy/
madhive,https://www.madhive.com/legal/privacy-policy
magnite,https://www.magnite.com/legal/magnite-website-privacy-policy/
malvernmedia,https://www.malvernmedia.com/privacy-policy
marketforce,https://www.marketforcecorp.com/privacy-policy/
marketingpartnerservices,https://www.siteimpact.com/privacypolicy.php
marketops,https://marketops.com/privacy-policy/
marriottinternational,https://www.marriott.com/about/your-privacy-rights.mi
matchbookdata,https://www.matchbookdata.com/privacy-policy/
maxmind,https://www.maxmind.com/en/privacy-policy
mchstrategicdata,https://www.mchdata.com/about/privacy-policy
mediamath,https://www.mediamath.com/privacy-policy/
medianetadvertisingfz,https://www.media.net/privacy-policy/
mediasoft,https://www.mediasoftstudio.com/privacy.php
mediawallah,https://mediawallah.com/privacy-policy/
mediazod,https://www.leadzod.com/privacy-policy
medprosystems,https://www.medprosystems.com/privacy-policy/
melissadata,https://www.melissa.com/privacy-policy
meltwaternewsus,https://www.meltwater.com/en/privacy
merkle,https://merkleinc.com/en/privacy-policy.html
messagedigital,https://www.messagedigital.com/privacy-policy
mhsubi,https://www.internetbrands.com/privacy/privacy-main
mightyrep,https://mightyrep.com/privacy/
milestonemarketingsolutions,https://www.milestonemarketingsolutions.com/privacy-policy
minervabi,https://www.realtors.minervadata.xyz/privacy-policy
mississippitornadoalley,https://www.fastpeoplesearch.com/privacy
mobiletechnology,https://www.onspotdata.com/privacy-policy
mobilewalla,https://www.mobilewalla.com/privacy_center
modernize,https://modernize.com/privacy
modfxlabspvtltd,https://www.modfxlabs.com/privacy
modigie,https://modigie.com/privacy-policy/
mogean,https://www.mogean.com/privacy-policy
monevo,https://www.app.monevo.us/california-privacy-policy
monocl,https://www.monocl.com/privacy/expert-privacy-policy/
mrstrategicservices,https://www.mrss.com/privacy-policy/
multimedialists,https://www.multimedialists.com/privacy-policy
narvar,https://www.corp.narvar.com/legal/privacy-policy
nationalconsumertelecomutilitiesexchange,https://nctue.com/privacy-policy/
nationaldataanalytics,https://www.publicdatacheck.com/help-center/privacy
nationalopinioninstitute,https://nationalopinioninstitute.com/privacy/
nationalstudentclearinghouse,https://studentclearinghouse.org/privacy-policy/
nativo,https://www.nativo.com/privacy-policy
ncvnetures,https://ncsolutions.com/website-privacy-policy/
nearnorthamerica,https://www.near.com/cookies
netwisedata,https://www.submit-irm.trustarc.eu/services/validation/ba81b98f-997d-4216-b4cc-d64cf261b082
newgoldventures,https://www.thinkdatagroup.com/privacy-policy
nexsalessolutions,https://www.nexsales.com/privacy-policy.html
nextwavemarketingstrategies,https://agedleadstore.com/privacy-policy/
nextroll,https://www.nextroll.com/privacy
nexxagroup,https://www.nexxagroup.com/corporate-overview/privacy-policy/
nexxen,https://nexxen.com/privacy-policy/
nfocusconsulting,https://www.n-focus.com/privacy-policy/
nielsenmarketingcloud,https://www.nielsen.com/legal/privacy-principles/website-privacy-statement/
northamericanmedia,https://www.iubenda.com/privacy-policy/13411547
novalistcompany,https://www.novalist.com/privacy-policy
nuwber,https://www.nuwber.com/policy
nymblr,https://www.nimbler.com/copy-of-privacy-policy
onholdamerica,https://www.kycdata.com/privacy-policy-2/
onaudienceltd,https://www.onaudience.com/internet-advertising-privacy-policy
onemodel,https://www.onemodel.co/privacy-policy
onlineadvertisingnetworkspzoo,https://oan.pl/privacy-policy/
onlinemediagroup,https://www.omginc.xyz/privacy
opendealerexchange,https://www.700credit.com/privacy-policy/
opensend,https://www.opensend.com/privacy-policy
openxtechnologies,https://www.openx.com/privacy-center/privacy-policy/
optimalfusion,https://www.optimalfusion.com/privacy/
oracleamerica,https://www.oracle.com/legal/privacy/privacy-policy/
orgio,https://www.theorg.com/privacy
outbrain,https://www.my.outbrain.com/recommendations-settings/home
outlogic,https://outlogic.io/privacy-policy/
outwardmedia,https://outwardmedia.com/privacypolicy
ownco,https://www.monitorbase.com/privacy-policy
owneriq,https://www.owneriq.com/privacy-notice.html
pacificeastresearch,https://www.pacificeast.com/privacy-policy/
paedae,https://www.infillion.com/legal/privacy-policy/
paramountlists,https://www.paramountdirectmarketing.com/privacy-policy.php
partnerscreditandverificationsolutions,https://www.partnerscredit.com/privacy-policy.html
path2response,https://path2response.com/privacy-policy/
pensionbenefitinformation,https://pbinfo.com/privacy-policy/
peopledatalabs,https://privacy.peopledatalabs.com/policies?name=privacy-policy
peopleconnect,https://www.peopleconnect.us/privacy-policy/
peoplefinders,https://www.peoplefinders.com/about/privacy
peoplefindersdaas,https://www.peoplefindersdaas.com/privacy-policy
peoplewhiz,https://www.peoplewhiz.com/remove-my-info
permutive,https://www.permutive.com/privacy/
pipl,http://pipl.com/resources/privacy-documents/privacy-policy
pitchbookdata,https://www.pitchbook.com/privacy-policy
placeexchange,https://www.placeexchange.com/privacy
plexuss,https://www.plexuss.com/privacy-policy
plunge,https://www.plungedigital.com/privacy-policy/
pmgworldwide,https://www.pmg.com/privacy-policy
polity,https://www.polityinc.com/legal/privacy-policy
popactamedia,https://www.popacta.com/privacy-policy/
possiblenowdataservices,https://www.possiblenow.com/privacy-statement
postie,https://postie.com/privacy-policy/
postpilot,https://www.postpilot.com/privacy-policy
preciselysoftwareincorporated,https://www.precisely.com/legal/privacy-notices
predactiv,https://www.predactiv.com/privacy
predictivepop,https://www.audigent.com/privacypolicy
preqinlimited,https://www.preqin.com/policies/privacy-policy
privaterecords,https://www.privaterecords.net/optout/name/landing
privcomedia,https://www.privco.com/privacy-policy
prodpro,https://app.prodpro.com/privacy-policy
projectapplecart,https://www.applecart.co/privacy
propertyreachlp,https://www.propertyreach.com/privacy
propertyradar,https://www.propertyradar.com/privacy-policy?hslang=en
proximaplatform,https://www.proximaplatform.com/consumer-privacy-policy
publicnsa,https://bigdbm.com/privacy-policy/
pubmatic,https://pubmatic.com/legal/privacy-policy
pulsepoint,https://www.pulsepoint.com/legal/platform-privacy-policy
purecarstechnologies,https://www.purecars.com/privacy-policy
pwcproductsales,https://www.pwc.com/us/en/site/privacy.html
quadgraphics,https://www.quad.com/legal/privacy-policy
quadrantglobalpteltd,https://www.quadrant.io/privacy-policy
qualfon,https://www.qualfon.com/privacy-policy/
qualityplanning,https://www.verisk.com/privacy-policies/
qwoted,https://app.qwoted.com/privacy_policy
rrdonnelleysonscompany,https://www.rrd.com/privacy-policy
rampedup,https://www.rampedup.io/privacy-policy-1
rategainadara,https://adara.com/privacy-promise/
raycdp,https://www.rayinsights.com/privacy-policy/
realintent,https://www.realintent.co/privacy-policy
realeflow,https://cdn.realeflow.com/privacy-policy.pdf
realsource,https://www.realsourcedata.com/privacy-policy
recruitbot,https://recruitbot.com/privacy-policy/
recsolu,https://yello.co/privacy-policy/
redidata,https://www.redidata.com/privacy-policy/
redmob,https://www.redmob.io/privacy-policy
refinitivus,https://www.refinitiv.com/en/policies/privacy-statement
regulatorydatacorp,https://www.moodys.com/privatepolicy.aspx?lang=en&cy=global
reis,https://www.catylist.com/privacy/
reklaimltd,https://www.reklaimyours.com/privacy-policy
relationshipscience,https://altrata.com/privacy-policy
relpro,https://www.relpro.com/privacy-policy
remodelingcom,https://remodeling.com/privacy-policy/
rentrisk,https://rentrisk.com/privacy-policy/
researchusa,https://researchusallc.com/privacy-policy/
resonate,https://www.resonate.com/privacy-policy
resultsonlyconsultingandadvertising,https://www.rocadvertising.com/privacy-policy/
revcontent,https://www.revcontent.com/policy/privacy-policy#residents-of-the-state-of-california
revealmobile,https://revealmobile.com/privacy/
reveliolabs,https://www.reveliolabs.com/privacy/
revenuebase,https://revenuebase.ai/privacy-policy/
revoptimal,https://www.revoptimal.com/privacy/
rhetoriklimited,https://rhetorik.com/privacy-policy/
richmedia,https://richmediallc.com/privacy-policy/
rocketreach,https://www.rocketreach.co/privacy
rooftopdigital,https://www.therooftop.io/privacy-policy/
roqad,https://www.roq.ad/privacy-policy-roqad/
roundsky,https://www.roundsky.com/privacypolicy.php
rponsite,https://www.realpage.com/legal/privacy-policy/
rpmdirect,https://www.exlservice.com/privacy-policy
rufstrategicsolutions,https://www.ruf.com/privacy-center/
runtimecollective,https://www.brandwatch.com/legal/user-privacy-policy/
sabio,https://www.sabio.inc/privacypolicy
safegraph,https://www.safegraph.com/privacy-policy
saferentsolutions,https://saferentsolutions.com/privacy-policy-2/
sagestream,https://risk.lexisnexis.com/privacy-policy
salesintelresearch,https://salesintel.io/privacy-policy/
salutarydata,https://www.salutarydata.com/privacy-policy/
