Name,PrivacyPolicyURL,Name_Clean,PrivacyPolicyURL_Clean
CRISIL IRVENA US,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice.html,crisilirvenaus,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice.html
CROSS PIXEL MEDIA,https://www.crosspixel.net/privacy-policy/,crosspixelmedia,https://www.crosspixel.net/privacy-policy/
CROSSWALK TECHNOLOGIES,https://www.crosswalknyc.com/privacy-policy-1,crosswalktechnologies,https://www.crosswalknyc.com/privacy-policy-1
CTAM LEADSHARE CORP,https://www.smartmove.us/company/privacy,ctamleadsharecorp,https://www.smartmove.us/company/privacy
CUEBIQ GROUP,https://www.cuebiq.com/privacypolicy/,cuebiqgroup,https://www.cuebiq.com/privacypolicy/
CYBBA,https://www.cybba.com/privacy-policy/,cybba,https://www.cybba.com/privacy-policy/
DATA AXLE,https://www.data-axle.com/privacy-policy/,dataaxle,https://www.data-axle.com/privacy-policy/
DATA DECISIONS GROUP,https://www.datadecisionsgroup.com/privacy-policy/,datadecisionsgroup,https://www.datadecisionsgroup.com/privacy-policy/
DATA DRIVEN SAFETY,https://www.verisk.com/privacy-policies/,datadrivensafety,https://www.verisk.com/privacy-policies/
DATA FACTS,https://www.datafacts.com/privacy-policy,datafacts,https://www.datafacts.com/privacy-policy
DATA MANAGEMENT,https://www.data-management.com/privacy-policy,datamanagement,https://www.data-management.com/privacy-policy
DATA PARTNERS,https://www.datapartners.com/privacy-policy,datapartners,https://www.datapartners.com/privacy-policy
DATA PLUS CONTENT,https://www.datapluscontent.com/privacy-policy,datapluscontent,https://www.datapluscontent.com/privacy-policy
DATABASEUSA,https://www.databaseusa.com/index.php/privacy-policy/,databaseusa,https://www.databaseusa.com/index.php/privacy-policy/
DATABASEUSACOM,https://www.databaseusa.com/index.php/privacy-policy/,databaseusacom,https://www.databaseusa.com/index.php/privacy-policy/
DATADELIVERS,https://datadelivers.com/privacy-policy/,datadelivers,https://datadelivers.com/privacy-policy/
DATAFY,https://www.datafy.com/privacy-policy,datafy,https://www.datafy.com/privacy-policy
DATALINE,https://www.datalinedata.com/privacyportal/,dataline,https://www.datalinedata.com/privacyportal/
DATAMAIL,https://www.data-management.com/privacy-policy,datamail,https://www.data-management.com/privacy-policy
DATAMENTORS,https://www.v12data.com/privacy-policy/,datamentors,https://www.v12data.com/privacy-policy/
DATAMYX,https://www.deluxe.com/policy/privacy/,datamyx,https://www.deluxe.com/policy/privacy/
DATANYZE,https://www.datanyze.com/privacy-center,datanyze,https://www.datanyze.com/privacy-center
DATASYS GROUP,https://www.datasys.com/privacy-policy,datasysgroup,https://www.datasys.com/privacy-policy
DATAX LTD,https://www.dataxltd.com/privacy-policy/,dataxltd,https://www.dataxltd.com/privacy-policy/
DATE DETECTIVE,https://www.date-detective.app/agreements/privacy-policy,datedetective,https://www.date-detective.app/agreements/privacy-policy
DATONICS,https://www.datonics.com/privacy/technology-privacy-policy,datonics,https://www.datonics.com/privacy/technology-privacy-policy
DEALERDIRECT,https://www.forddirect.com/privacy,dealerdirect,https://www.forddirect.com/privacy
DEALERSOCKET,https://dealersocket.com/privacy-policy/,dealersocket,https://dealersocket.com/privacy-policy/
DEALERX PARTNERS,https://dealerx.com/privacy-policy/,dealerxpartners,https://dealerx.com/privacy-policy/
DECIDE TECHNOLOGIES,https://www.decide.co/privacy,decidetechnologies,https://www.decide.co/privacy
DECISIONLINKS,https://www.decisionlinks.com/privacy-policy,decisionlinks,https://www.decisionlinks.com/privacy-policy
DEEP ROOT ANALYTICS,https://www.deeprootanalytics.com/privacy-policy,deeprootanalytics,https://www.deeprootanalytics.com/privacy-policy
DEEPTRACE,https://coresignal.com/privacy-policy/,deeptrace,https://coresignal.com/privacy-policy/
DEFINITIVE HEALTHCARE,https://www.definitivehc.com/privacy-center,definitivehealthcare,https://www.definitivehc.com/privacy-center
DELOITTE CONSULTING LLP,https://www2.deloitte.com/us/en/footerlinks1/privacy-index.html?icid=bottom_privacy-index,deloitteconsultingllp,https://www2.deloitte.com/us/en/footerlinks1/privacy-index.html?icid=bottom_privacy-index
DELOITTE FINANCIAL ADVISORY SERVICES LLP,https://www2.deloitte.com/us/en/footerlinks1/privacy-index.html?icid=bottom_privacy-index,deloittefinancialadvisoryservicesllp,https://www2.deloitte.com/us/en/footerlinks1/privacy-index.html?icid=bottom_privacy-index
DELUXE,https://www.deluxe.com/policy/privacy/,deluxe,https://www.deluxe.com/policy/privacy/
DEMAND SCIENCE GROUP,https://demandscience.com/privacy-policy/,demandsciencegroup,https://demandscience.com/privacy-policy/
DEMAND SCIENCE US,https://demandscience.com/privacy-policy/,demandscienceus,https://demandscience.com/privacy-policy/
DEMANDBASE,https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightsTab,demandbase,https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightstab
DEMYST DATA LTD,https://www.demyst.com/privacy-policy,demystdataltd,https://www.demyst.com/privacy-policy
DIABLO MEDIA,https://www.diablomedia.com/privacy/,diablomedia,https://www.diablomedia.com/privacy/
DICE CAREER SOLUTIONS,https://www.dice.com/about/privacy-policy,dicecareersolutions,https://www.dice.com/about/privacy-policy
DIGICENTER,https://www.collectivedata.io/website-visitor-privacy-policy/,digicenter,https://www.collectivedata.io/website-visitor-privacy-policy/
DIGITAL MEDIA SOLUTIONS,https://www.digitalmediasolutions.com/privacy-policy,digitalmediasolutions,https://www.digitalmediasolutions.com/privacy-policy
DIGITAL SAFETY PRODUCTS,https://www.spyfly.com/help-center/privacy,digitalsafetyproducts,https://www.spyfly.com/help-center/privacy
DIGITAL SEGMENT,https://www.digitalsegment.com/about/privacy-policy/,digitalsegment,https://www.digitalsegment.com/about/privacy-policy/
DIGITAL VIKING MEDIA,https://www.digitalvikingmedia.com/privacy-policy,digitalvikingmedia,https://www.digitalvikingmedia.com/privacy-policy
DISCO TECHNOLOGY,https://www.disconetwork.com/privacy-policy,discotechnology,https://www.disconetwork.com/privacy-policy
DISCOVERORG DATA,https://www.zoominfo.com/legal/privacy-policy,discoverorgdata,https://www.zoominfo.com/legal/privacy-policy
DISQUS,https://www.disqus.com/privacy,disqus,https://www.disqus.com/privacy
DONORBASE,https://www.data-axle.com/privacy-policy/,donorbase,https://www.data-axle.com/privacy-policy/
DSPOLITICAL,https://www.winwithoptimal.com/privacy-policy/,dspolitical,https://www.winwithoptimal.com/privacy-policy/
